features,num_features,train_r2,test_r2
"('Acquiring_Total_Funding', 'Acquiring_Text_customer', 'Acquiring_Text_platform', 'Acquiring_Text_providing', 'Acquiring_Text_web', 'Acquired_Text_online', 'Acquired_Text_service', 'News_Text_million', 'Acquiring_Founders_length')",9,0.2535001267981448,0.2570529091813025
"('Acquiring_Total_Funding', 'Acquiring_Text_customer', 'Acquiring_Text_global', 'Acquiring_Text_platform', 'Acquiring_Text_providing', 'Acquiring_Text_web', 'Acquired_Text_online', 'Acquired_Text_service', 'News_Text_million', 'Acquiring_Founders_length')",10,0.26340528685485476,0.2558981982835753
"('Acquiring_Total_Funding', 'Acquiring_State_California', 'Acquiring_Text_customer', 'Acquiring_Text_global', 'Acquiring_Text_platform', 'Acquiring_Text_providing', 'Acquiring_Text_web', 'Acquired_Text_online', 'Acquired_Text_service', 'News_Text_million', 'Acquiring_Founders_length')",11,0.2660934510587827,0.2546361645916063
"('Acquiring_Total_Funding', 'Acquiring_Text_global', 'Acquiring_Text_platform', 'Acquiring_Text_providing', 'Acquiring_Text_web', 'Acquired_Text_online', 'Acquired_Text_service', 'News_Text_million', 'Acquiring_Founders_length')",9,0.2572225414333422,0.25458733353097607
"('Acquiring_Total_Funding', 'Acquiring_Text_global', 'Acquiring_Text_platform', 'Acquiring_Text_web', 'Acquired_Text_online', 'Acquired_Text_service', 'News_Text_million', 'Acquiring_Founders_length')",8,0.24102191427039688,0.25353085793006624
